run number,density,similar-wanted,step,percent-similar
2922,66,22,12,64.26945835229859
2924,66,22,10,64.2291147837899
2923,66,22,10,65.84063234351635
2927,66,22,5,61.51815181518152
2926,66,22,7,62.279226240538264
2925,66,22,10,62.99061433447098
2928,66,22,7,63.50537634408602
2929,66,24,9,62.849872773536894
2930,66,24,8,63.57774062574636
2931,66,24,9,62.52509480258755
2932,66,24,9,62.09394205443372
2933,66,24,9,61.52584085315833
2934,66,24,11,62.725103059231934
2935,66,24,13,63.605223720830665
2936,66,24,9,64.1941000427533
2938,66,26,9,66.32544252505865
2937,66,26,9,66.35595057446348
2939,66,26,12,68.10098792535675
2940,66,26,8,67.41174012951744
2942,66,26,10,65.59741657696448
2941,66,26,16,67.12972857448173
2943,66,26,8,65.62703053931124
2944,66,26,8,68.87218045112782
2945,66,28,8,68.56637950077314
2947,66,28,9,68
2946,66,28,9,66.794299085301
2948,66,28,8,69.60381034856029
2950,66,28,9,70.69934787497189
2949,66,28,15,67.5137653536637
2951,66,28,9,67.05685618729098
2952,66,28,8,69.4904181184669
2953,66,30,11,72.32597623089984
2954,66,30,7,73.71202113606341
2955,66,30,14,73.05874409182984
2956,66,30,10,72.48724206789439
2957,66,30,16,74.3993010048056
2959,66,30,11,72.80290102389078
2958,66,30,16,73.74022589052997
2961,66,32,10,72.58064516129032
2960,66,30,16,72.1300597213006
2962,66,32,10,72.32432432432432
2963,66,32,11,72.32102143182854
2965,66,32,17,73.56779473567795
2966,66,32,9,73.4676007005254
2964,66,32,16,72.61804384485666
2967,66,32,16,72.20624031865457
2968,66,32,12,72.37841165606402
2969,66,34,19,77.99145299145299
2970,66,34,14,80
2971,66,34,12,80.03169572107765
2972,66,34,14,79.35593943271486
2973,66,34,14,77.79223595749295
2974,66,34,14,79.46959304983996
2975,66,34,13,79.07186303221447
2976,66,34,13,79.0594498669033
2978,66,36,16,79.78065802592224
2977,66,36,20,80.58423017790469
2979,66,36,16,78.73877819137289
2981,66,36,12,78.38674033149171
2980,66,36,15,79.25133689839572
2982,66,36,19,80.24586689275117
2983,66,36,18,81.0179117518567
2984,66,36,15,79.95267799526779
2985,66,38,12,80.32417829806393
2986,66,38,11,80.31429178169462
2987,66,38,15,80.83922072361379
2988,66,38,11,80.68725532840365
2989,66,38,12,79.58650707290533
2990,66,38,15,81.45246665255135
2991,66,38,14,79.10319673889722
2992,66,38,15,82.84719198955159
2993,66,40,11,81.25984251968504
2996,66,40,12,82.06568712186689
2994,66,40,16,81.92444166144855
2995,66,40,18,80.24486407968459
2997,66,40,20,81.70231151436596
2999,66,40,13,82.54806676526516
2998,66,40,16,80.4851867754401
3000,66,40,18,80.90241343126966
3001,66,42,14,83.28950030345943
3002,66,42,14,85.25751072961374
3003,66,42,13,85.10091017016225
3005,66,42,11,84.1745966073645
3004,66,42,18,84.93236212278876
3006,66,42,16,84.90180032733224
3007,66,42,16,84.85183547103051
3008,66,42,17,85.63230170116827
3009,66,44,20,88.29997800747745
3010,66,44,17,88.10628426824125
3011,66,44,19,88.08158062460166
3013,66,44,18,86.77721088435374
3014,66,44,16,87.41517581739667
3012,66,44,18,88.36424957841484
3015,66,44,16,87.49731471535983
3016,66,44,15,86.36854612227263
3017,66,46,15,88.3399209486166
3018,66,46,15,88.65696816360953
3020,66,46,13,86.92170818505338
3019,66,46,16,88.83411915987999
3023,66,46,13,87.99643016510487
3022,66,46,15,87.6464542651593
3021,66,46,27,88.20039551746869
3026,66,48,12,87.84021071115014
3024,66,46,16,87.4766355140187
3025,66,48,17,88.92756145312161
3028,66,48,14,89.90650233744157
3029,66,48,15,89.16332888295506
3027,66,48,18,88.66253321523472
3031,66,48,13,87.87945446546415
3032,66,48,14,87.19832109129067
3030,66,48,15,89.17689859026831
3033,66,50,16,88.45409589335627
3034,66,50,17,87.43351063829788
3036,66,50,12,88.25154025918845
3035,66,50,16,87.27388806128964
3037,66,50,19,88.05300277837145
3039,66,50,13,87.71929824561403
3038,66,50,22,88.26226501604768
3040,66,50,14,87.08971553610503
3041,66,52,23,94.52275473217881
3042,66,52,29,94.81435386849202
3043,66,52,25,94.44211409395973
3044,66,52,24,94.59573569769897
3046,66,52,22,94.22059422059422
3045,66,52,22,94.70224284609435
3047,66,52,22,93.57331706324995
3049,66,54,22,95.03424657534246
3048,66,52,25,94.7098626204634
3051,66,54,21,95.37154989384288
3052,66,54,22,95.1086956521739
3050,66,54,27,94.91874099979428
3054,66,54,25,95.40562913907284
3055,66,54,25,95.15876127009017
3053,66,54,38,95.0596953478798
3057,66,56,25,94.4686140459913
3056,66,54,25,93.8924911106463
3058,66,56,31,95.30545305453055
3059,66,56,23,95.56920377275718
3060,66,56,25,95.81960461285009
3061,66,56,22,94.34371304690579
3063,66,56,27,93.6105476673428
3062,66,56,43,94.85416666666666
3064,66,56,26,95.1923076923077
3065,66,58,28,95.92646751618969
3066,66,58,21,96.92044482463645
3067,66,58,31,96.67618270799348
3068,66,58,24,96.39906799406906
3069,66,58,36,96.35901778154107
3071,66,58,25,96.37416863334049
3070,66,58,28,96.51212250106337
3072,66,58,28,95.79361790302528
3073,66,60,28,96.7721384582714
3074,66,60,32,96.57778710896494
3075,66,60,26,96.35761589403974
3076,66,60,23,96.29941126997477
3077,66,60,26,96.41784641784642
3078,66,60,25,95.82108357832844
3079,66,60,33,96.21971595655806
3081,66,62,32,98.27302631578947
3080,66,60,44,96.49537310494192
3082,66,62,37,98.30736680130795
3084,66,62,27,98.52083333333333
3083,66,62,38,98.48955100351748
3085,66,62,33,98.27373612823675
3086,66,62,28,98.1855249745158
3087,66,62,34,98.2104648900992
3088,66,62,28,98.2423870835888
3089,66,64,32,98.91125718981101
3091,66,64,31,98.21898401133375
3090,66,64,34,98.62012987012987
3092,66,64,34,98.24100283057015
3094,66,64,31,98.36890857833266
3093,66,64,42,98.39816933638444
3096,66,64,34,98.58056777289084
3095,66,64,35,98.21499404998016
3097,66,66,29,98.34877164720098
3098,66,66,29,98.26273667772789
3099,66,66,37,98.26601387188903
3100,66,66,33,98.38481728245507
3102,66,66,29,98.49713268736406
3101,66,66,43,98.80461665292663
3103,66,66,38,98.25462012320328
3104,66,66,35,98.77551020408163
2912,64,74,81,99.76721629485937
3106,66,68,50,99.5049504950495
3105,66,68,70,99.60629921259843
3107,66,68,53,99.57594448727833
3109,66,68,55,99.63120044255946
3111,66,68,52,99.68248038849458
3110,66,68,52,99.59714338033328
3112,66,68,52,99.63256623477083
3113,66,70,39,99.60427384250099
3114,66,70,52,99.52856873467849
3115,66,70,66,99.75741742862473
3116,66,70,51,99.75831939022123
3117,66,70,55,99.65741074648395
3118,66,70,53,99.53427719821163
3119,66,70,48,99.73529967857819
3120,66,70,57,99.6398786959818
3121,66,72,83,99.73138910207214
3122,66,72,79,99.83230855226384
3123,66,72,86,99.70993473531544
3124,66,72,90,99.64629593240322
3125,66,72,82,99.83394833948338
3126,66,72,87,99.77519670288497
3127,66,72,77,99.71698113207546
3128,66,72,88,99.72314507198227
3129,66,74,103,99.80544747081711
3131,66,74,75,99.63249516441006
3130,66,74,85,99.74452554744525
3132,66,74,83,99.77748933803078
3133,66,74,73,99.77375565610859
3134,66,74,96,99.78009895547004
3137,68,20,7,58.67166813768756
3138,68,20,6,59.08031362576816
3139,68,20,8,57.010951256173506
3140,68,20,5,58.68515017853392
3135,66,74,70,99.60504043633628
3142,68,20,5,57.75423728813559
3141,68,20,9,58.86113886113886
3143,68,20,6,58.31715210355986
3144,68,20,7,58.85460693153001
3145,68,22,9,62.67336683417085
3146,68,22,9,62.56539024900607
3148,68,22,9,63.89186869770435
3147,68,22,12,63.19444444444444
3149,68,22,7,61.96013289036545
3150,68,22,8,61.01449275362319
3136,66,74,79,99.81121389465736
3151,68,22,9,62.32681336593318
3152,68,22,8,64.28715874620829
3153,68,24,10,61.93561052218296
3154,68,24,7,61.62470495672699
3155,68,24,8,64.53222453222453
3156,68,24,11,66.38307155322862
3157,68,24,7,62.65341905318527
3158,68,24,6,61.692466460268314
3160,68,24,7,61.51458721291123
3159,68,24,8,62.061897929903665
3161,68,26,9,66.08187134502924
3163,68,26,11,66.86332350049165
3164,68,26,9,67.08061889250814
3162,68,26,13,66.15706806282724
3108,66,68,53,99.68009032743696
3165,68,26,9,67.1367259350092
3167,68,26,8,66.26580966203608
3166,68,26,13,66.93044564764682
3170,68,28,8,66.0536564257897
