0;0;0.6394267984578837;0.025010755222666936;2556;0.552
0;1;0.6394267984578837;0.025010755222666936;2190;0.639
0;2;0.6394267984578837;0.025010755222666936;2311;0.592
0;3;0.6394267984578837;0.025010755222666936;3001;0.659
1;0;0.8915801614990996;0.31712633908778465;731;0.129
1;1;0.8915801614990996;0.31712633908778465;787;0.116
1;2;0.8915801614990996;0.31712633908778465;832;0.13
1;3;0.8915801614990996;0.31712633908778465;871;0.109
2;0;0.06434199864230394;0.4192887143801166;870;0.13
2;1;0.06434199864230394;0.4192887143801166;698;0.117
2;2;0.06434199864230394;0.4192887143801166;769;0.129
2;3;0.06434199864230394;0.4192887143801166;857;0.11
3;0;0.6217189641232461;0.631745204168447;795;0.092
3;1;0.6217189641232461;0.631745204168447;409;0.095
3;2;0.6217189641232461;0.631745204168447;670;0.088
3;3;0.6217189641232461;0.631745204168447;488;0.084
4;0;0.5408285271027701;0.5805343301594504;561;0.093
4;1;0.5408285271027701;0.5805343301594504;437;0.079
4;2;0.5408285271027701;0.5805343301594504;828;0.084
4;3;0.5408285271027701;0.5805343301594504;453;0.092
5;0;0.42867761038014074;0.2947405586505464;743;0.135
5;1;0.42867761038014074;0.2947405586505464;731;0.114
5;2;0.42867761038014074;0.2947405586505464;1164;0.214
5;3;0.42867761038014074;0.2947405586505464;1155;0.151
6;0;0.7011609564916486;0.5534338176629762;428;0.08
6;1;0.7011609564916486;0.5534338176629762;427;0.093
6;2;0.7011609564916486;0.5534338176629762;499;0.084
6;3;0.7011609564916486;0.5534338176629762;654;0.087
7;0;0.9747043928343269;0.3918369163888521;881;0.074
7;1;0.9747043928343269;0.3918369163888521;457;0.071
7;2;0.9747043928343269;0.3918369163888521;589;0.09
7;3;0.9747043928343269;0.3918369163888521;569;0.071
8;0;0.36910545509038406;0.9566878416029669;202;0.06
8;1;0.36910545509038406;0.9566878416029669;262;0.069
8;2;0.36910545509038406;0.9566878416029669;295;0.077
8;3;0.36910545509038406;0.9566878416029669;243;0.078
9;0;0.18172361437542883;0.7131255503657858;431;0.082
9;1;0.18172361437542883;0.7131255503657858;446;0.074
9;2;0.18172361437542883;0.7131255503657858;320;0.084
9;3;0.18172361437542883;0.7131255503657858;435;0.08
10;0;0.27973705000120985;0.5398346162196016;497;0.09
10;1;0.27973705000120985;0.5398346162196016;446;0.079
10;2;0.27973705000120985;0.5398346162196016;582;0.126
10;3;0.27973705000120985;0.5398346162196016;479;0.074
11;0;0.8154262696519169;0.991341269487663;223;0.068
11;1;0.8154262696519169;0.991341269487663;297;0.069
11;2;0.8154262696519169;0.991341269487663;299;0.064
11;3;0.8154262696519169;0.991341269487663;240;0.059
12;0;0.8743495965126762;0.19422811927221006;2146;0.296
12;1;0.8743495965126762;0.19422811927221006;2261;0.236
12;2;0.8743495965126762;0.19422811927221006;1598;0.221
12;3;0.8743495965126762;0.19422811927221006;2548;0.3
13;0;0.9176351410509918;0.45050658606730165;579;0.087
13;1;0.9176351410509918;0.45050658606730165;757;0.093
13;2;0.9176351410509918;0.45050658606730165;384;0.088
13;3;0.9176351410509918;0.45050658606730165;461;0.074
14;0;0.5741924023697017;0.1272613027671603;3001;0.458
14;1;0.5741924023697017;0.1272613027671603;1926;0.319
14;2;0.5741924023697017;0.1272613027671603;1762;0.276
14;3;0.5741924023697017;0.1272613027671603;2823;0.43
15;0;0.3598107147417233;0.4352470965733428;807;0.125
15;1;0.3598107147417233;0.4352470965733428;586;0.103
15;2;0.3598107147417233;0.4352470965733428;450;0.102
15;3;0.3598107147417233;0.4352470965733428;768;0.109
16;0;0.4922247590206842;0.3831713026920941;659;0.104
16;1;0.4922247590206842;0.3831713026920941;626;0.114
16;2;0.4922247590206842;0.3831713026920941;828;0.131
16;3;0.4922247590206842;0.3831713026920941;792;0.103
17;0;0.09379959313523833;0.11866352177587358;2095;0.455
17;1;0.09379959313523833;0.11866352177587358;2928;0.336
17;2;0.09379959313523833;0.11866352177587358;2161;0.314
17;3;0.09379959313523833;0.11866352177587358;2211;0.381
18;0;0.08998407161147526;0.3342570443086271;1027;0.147
18;1;0.08998407161147526;0.3342570443086271;1011;0.142
18;2;0.08998407161147526;0.3342570443086271;821;0.169
18;3;0.08998407161147526;0.3342570443086271;782;0.129
19;0;0.3716259932175614;0.40430959766991703;986;0.14
19;1;0.3716259932175614;0.40430959766991703;985;0.14
19;2;0.3716259932175614;0.40430959766991703;702;0.108
19;3;0.3716259932175614;0.40430959766991703;872;0.12
20;0;0.44999959396136535;0.01760655241721021;3001;0.685
20;1;0.44999959396136535;0.01760655241721021;2390;0.7
20;2;0.44999959396136535;0.01760655241721021;3001;0.717
20;3;0.44999959396136535;0.01760655241721021;2227;0.65
21;0;0.9141519655095819;0.6080502516018265;462;0.091
21;1;0.9141519655095819;0.6080502516018265;561;0.08
21;2;0.9141519655095819;0.6080502516018265;350;0.078
21;3;0.9141519655095819;0.6080502516018265;558;0.078
22;0;0.6149514274255897;0.8980838747993791;366;0.079
22;1;0.6149514274255897;0.8980838747993791;394;0.085
22;2;0.6149514274255897;0.8980838747993791;452;0.084
22;3;0.6149514274255897;0.8980838747993791;483;0.072
23;0;0.24199926861830123;0.8945485518009333;361;0.083
23;1;0.24199926861830123;0.8945485518009333;363;0.073
23;2;0.24199926861830123;0.8945485518009333;268;0.07
23;3;0.24199926861830123;0.8945485518009333;331;0.061
24;0;0.3020632065701454;0.8955667100737551;337;0.075
24;1;0.3020632065701454;0.8955667100737551;219;0.064
24;2;0.3020632065701454;0.8955667100737551;406;0.068
24;3;0.3020632065701454;0.8955667100737551;276;0.072
25;0;0.9883079692299587;0.32152973114875627;424;0.066
25;1;0.9883079692299587;0.32152973114875627;708;0.066
25;2;0.9883079692299587;0.32152973114875627;557;0.066
25;3;0.9883079692299587;0.32152973114875627;776;0.072
26;0;0.6361660103720591;0.24549098888807042;1877;0.216
26;1;0.6361660103720591;0.24549098888807042;1696;0.236
